semantic_object,object_vlm_type,material_id,canonical_name,candidate_vlm_type_norm,material_type_norm,absorption_level,alpha_mid,alpha_high,source_group,source_material_name,a125,a250,a500,a1000,a2000,a4000,a8000,sampling_policy
curtain_blinds,curtain_blind_textile,curtains_velvet,tight velvet curtains,curtain_blind_textile,fabric_textile_absorber,absorptive,0.3933,0.3667,pyroom,curtains_velvet,0.05,0.12,0.35,0.45,0.38,0.36,0.36,Light curtain: semi_reflective/absorptive. Heavy/folded curtain: absorptive/highly_absorptive.
curtain_blinds,curtain_blind_textile,window_door_blinds_half_open,"vertical blinds, 15 cm from wall, half opened (45°)",curtain_blind_textile,fabric_textile_absorber,absorptive,0.4967,0.775,pyroom,blinds_half_open,0.03,0.09,0.24,0.46,0.79,0.76,0.0,Light curtain: semi_reflective/absorptive. Heavy/folded curtain: absorptive/highly_absorptive.
curtain_blinds,curtain_blind_textile,window_door_blinds_open,"vertical blinds, 15 cm from wall, open (90°)",curtain_blind_textile,fabric_textile_absorber,absorptive,0.3,0.525,pyroom,blinds_open,0.03,0.06,0.13,0.28,0.49,0.56,0.0,Light curtain: semi_reflective/absorptive. Heavy/folded curtain: absorptive/highly_absorptive.
curtain_blinds,curtain_blind_textile,curtain_drapery_18_oz_per_yd2_flat,"Drapery, 18 oz per yd2 flat",curtain_blind_textile,fabric_textile_absorber,absorptive,0.4033,0.37,acoustic_supplies,"Drapery (18 oz/yd², flat)",0.05,0.12,0.35,0.48,0.38,0.36,0.0,Light curtain: semi_reflective/absorptive. Heavy/folded curtain: absorptive/highly_absorptive.
curtain_blinds,curtain_blind_textile,odeon_curtains_textiles_decoration_feltouch_12mm_plate_bb39b7,Feltouch - 12mm Plate - Thickness [cm]: 1.2 - ISO_Class: E,curtain_blind_textile,fabric_textile_absorber,absorptive,0.52,0.8033,odeon,12mm Plate,0.01,0.07,0.21,0.54,0.81,0.88,0.72,Light curtain: semi_reflective/absorptive. Heavy/folded curtain: absorptive/highly_absorptive.
curtain_blinds,curtain_blind_textile,odeon_curtains_textiles_decoration_feltouch_air_felt_15_cm_10_cm_axis_604d42,"Feltouch - Air Felt 15 cm 10 cm Axis - Thickness [cm]: 0,6 - ISO_Class: D",curtain_blind_textile,fabric_textile_absorber,absorptive,0.5833,0.8833,odeon,Air Felt 15 cm 10 cm Axis,0.09,0.33,0.44,0.48,0.83,0.93,0.89,Light curtain: semi_reflective/absorptive. Heavy/folded curtain: absorptive/highly_absorptive.
curtain_blinds,curtain_blind_textile,odeon_curtains_textiles_decoration_feltouch_air_felt_15_cm_20_cm_axis_bd78a4,"Feltouch - Air Felt 15 cm 20 cm Axis - Thickness [cm]: 0,6 - ISO_Class: D",curtain_blind_textile,fabric_textile_absorber,absorptive,0.52,0.7967,odeon,Air Felt 15 cm 20 cm Axis,0.09,0.28,0.39,0.44,0.73,0.85,0.81,Light curtain: semi_reflective/absorptive. Heavy/folded curtain: absorptive/highly_absorptive.
curtain_blinds,curtain_blind_textile,odeon_curtains_textiles_decoration_feltouch_bowl_acoustic_lighting_a2f1df,"Feltouch - Bowl Acoustic Lighting - Thickness [cm]: 0.6 - ISO_Class: Aobj @1000 Hz: 0,52",curtain_blind_textile,fabric_textile_absorber,absorptive,0.4867,0.68,odeon,Bowl Acoustic Lighting,0.14,0.24,0.39,0.52,0.55,0.72,0.77,Light curtain: semi_reflective/absorptive. Heavy/folded curtain: absorptive/highly_absorptive.
curtain_blinds,curtain_blind_textile,odeon_curtains_textiles_decoration_feltouch_mandarin_372ea6,"Feltouch - Mandarin - Thickness [cm]: 1,2 - ISO_Class: D",curtain_blind_textile,fabric_textile_absorber,absorptive,0.5467,0.8433,odeon,Mandarin,0.01,0.06,0.24,0.57,0.83,0.91,0.79,Light curtain: semi_reflective/absorptive. Heavy/folded curtain: absorptive/highly_absorptive.
curtain_blinds,curtain_blind_textile,odeon_curtains_textiles_decoration_feltouch_ripple_acoustic_lighting_c33141,"Feltouch - Ripple Acoustic Lighting - Thickness [cm]: 0.6 - ISO_Class: Aobj @1000 Hz: 0,4",curtain_blind_textile,fabric_textile_absorber,absorptive,0.4267,0.6967,odeon,Ripple Acoustic Lighting,0.09,0.24,0.32,0.45,0.51,0.65,0.93,Light curtain: semi_reflective/absorptive. Heavy/folded curtain: absorptive/highly_absorptive.
curtain_blinds,curtain_blind_textile,curtains_cotton_0.5,cotton curtains (0.5 kg/m2) draped to 3/4 area approx. 130 mm from wall,curtain_blind_textile,fabric_textile_absorber,highly_absorptive,0.6,0.67,pyroom,curtains_cotton_0.5,0.3,0.45,0.65,0.56,0.59,0.71,0.71,Light curtain: semi_reflective/absorptive. Heavy/folded curtain: absorptive/highly_absorptive.
curtain_blinds,curtain_blind_textile,curtains_fabric_folded,"curtain fabric, folded, 15 cm from wall",curtain_blind_textile,fabric_textile_absorber,highly_absorptive,0.9933,1.0,pyroom,curtains_fabric_folded,0.12,0.6,0.98,1.0,1.0,1.0,1.0,Light curtain: semi_reflective/absorptive. Heavy/folded curtain: absorptive/highly_absorptive.
curtain_blinds,curtain_blind_textile,curtain_drapery_14_oz_per_yd2_pleated_50_percent,"Drapery, 14 oz per yd2 pleated 50 percent",curtain_blind_textile,fabric_textile_absorber,highly_absorptive,0.6467,0.65,acoustic_supplies,"Drapery (14 oz/yd², pleated 50%)",0.07,0.31,0.49,0.75,0.7,0.6,0.0,Light curtain: semi_reflective/absorptive. Heavy/folded curtain: absorptive/highly_absorptive.
curtain_blinds,curtain_blind_textile,curtain_drapery_18_oz_per_yd2_pleated_50_percent,"Drapery, 18 oz per yd2 pleated 50 percent",curtain_blind_textile,fabric_textile_absorber,highly_absorptive,0.66,0.65,acoustic_supplies,"Drapery (18 oz/yd², pleated 50%)",0.14,0.35,0.53,0.75,0.7,0.6,0.0,Light curtain: semi_reflective/absorptive. Heavy/folded curtain: absorptive/highly_absorptive.
curtain_blinds,curtain_blind_textile,ss_curtain,curtain or fabric absorber,curtain_blind_textile,fabric_textile_absorber,highly_absorptive,0.6467,0.65,soundspaces,curtain,0.07,0.31,0.49,0.75,0.7,0.6,0.0,Light curtain: semi_reflective/absorptive. Heavy/folded curtain: absorptive/highly_absorptive.
curtain_blinds,curtain_blind_textile,odeon_curtains_textiles_decoration_feltouch_12mm_plate_with_feltfil_2eebb0,Feltouch - 12mm Plate with Feltfil - Thickness [cm]: 5.2 - ISO_Class: A,curtain_blind_textile,fabric_textile_absorber,highly_absorptive,0.9333,0.82,odeon,12mm Plate with Feltfil,0.32,0.73,0.93,0.98,0.89,0.86,0.71,Light curtain: semi_reflective/absorptive. Heavy/folded curtain: absorptive/highly_absorptive.
curtain_blinds,curtain_blind_textile,odeon_curtains_textiles_decoration_feltouch_6mm_plate_with_feltfil_c17e21,Feltouch - 6mm Plate with Feltfil - Thickness [cm]: 1.0 - ISO_Class: B,curtain_blind_textile,fabric_textile_absorber,highly_absorptive,0.9767,0.9933,odeon,6mm Plate with Feltfil,0.22,0.55,0.93,1.0,1.0,0.98,1.0,Light curtain: semi_reflective/absorptive. Heavy/folded curtain: absorptive/highly_absorptive.
curtain_blinds,curtain_blind_textile,odeon_curtains_textiles_decoration_feltouch_airfelt_baffle_1b8542,Feltouch - Airfelt Baffle - Thickness [cm]: 4.0 - ISO_Class: C,curtain_blind_textile,fabric_textile_absorber,highly_absorptive,0.6667,0.7067,odeon,Airfelt Baffle,0.17,0.51,0.57,0.65,0.78,0.75,0.59,Light curtain: semi_reflective/absorptive. Heavy/folded curtain: absorptive/highly_absorptive.
curtain_blinds,curtain_blind_textile,odeon_curtains_textiles_decoration_feltouch_cracker_65e057,Feltouch - Cracker - Thickness [cm]: 5.0 - ISO_Class: D,curtain_blind_textile,fabric_textile_absorber,highly_absorptive,0.7033,0.9767,odeon,Cracker,0.06,0.16,0.43,0.75,0.93,1.0,1.0,Light curtain: semi_reflective/absorptive. Heavy/folded curtain: absorptive/highly_absorptive.
curtain_blinds,curtain_blind_textile,odeon_curtains_textiles_decoration_feltouch_cracker_edge_0e335c,Feltouch - Cracker Edge - Thickness [cm]: 7.0 - ISO_Class: D,curtain_blind_textile,fabric_textile_absorber,highly_absorptive,0.81,0.8233,odeon,Cracker Edge,0.12,0.29,0.6,0.9,0.93,0.83,0.71,Light curtain: semi_reflective/absorptive. Heavy/folded curtain: absorptive/highly_absorptive.
curtain_blinds,curtain_blind_textile,odeon_curtains_textiles_decoration_feltouch_cracker_edge_with_feltfil_a79cd5,Feltouch - Cracker Edge with Feltfil - Thickness [cm]: 7.0 - ISO_Class: A,curtain_blind_textile,fabric_textile_absorber,highly_absorptive,0.9833,0.8967,odeon,Cracker Edge with Feltfil,0.26,0.64,0.95,1.0,1.0,0.93,0.76,Light curtain: semi_reflective/absorptive. Heavy/folded curtain: absorptive/highly_absorptive.
curtain_blinds,curtain_blind_textile,odeon_curtains_textiles_decoration_feltouch_cracker_with_feltfil_5be7c5,Feltouch - Cracker with Feltfil - Thickness [cm]: 5.0 - ISO_Class: A,curtain_blind_textile,fabric_textile_absorber,highly_absorptive,1.0,0.9833,odeon,Cracker with Feltfil,0.29,0.74,1.0,1.0,1.0,1.0,0.95,Light curtain: semi_reflective/absorptive. Heavy/folded curtain: absorptive/highly_absorptive.
curtain_blinds,curtain_blind_textile,odeon_curtains_textiles_decoration_feltouch_decosound_frequency_natura_ca9767,"Feltouch - Decosound Frequency Natural - Thickness [cm]: 0,6 - ISO_Class: C",curtain_blind_textile,fabric_textile_absorber,highly_absorptive,0.8467,0.83,odeon,Decosound Frequency Natural,0.19,0.51,0.78,0.87,0.89,0.81,0.79,Light curtain: semi_reflective/absorptive. Heavy/folded curtain: absorptive/highly_absorptive.
curtain_blinds,curtain_blind_textile,odeon_curtains_textiles_decoration_feltouch_decosound_frequency_with_f_c4fd5a,"Feltouch - Decosound Frequency with Feltfill - Thickness [cm]: 0,6 - ISO_Class: A",curtain_blind_textile,fabric_textile_absorber,highly_absorptive,0.95,0.8467,odeon,Decosound Frequency with Feltfill,0.32,0.79,0.98,0.98,0.89,0.84,0.81,Light curtain: semi_reflective/absorptive. Heavy/folded curtain: absorptive/highly_absorptive.
curtain_blinds,curtain_blind_textile,odeon_curtains_textiles_decoration_feltouch_feltfill_974b44,Feltouch - Feltfill - Thickness [cm]: 0.4 - ISO_Class: C,curtain_blind_textile,fabric_textile_absorber,highly_absorptive,0.74,0.7667,odeon,Feltfill,0.16,0.45,0.65,0.76,0.81,0.79,0.7,Light curtain: semi_reflective/absorptive. Heavy/folded curtain: absorptive/highly_absorptive.
carpet_rug_mat,floor,floor_concrete_floor,concrete floor,floor,hard_masonry_reflective,reflective,0.03,0.02,pyroom,concrete_floor,0.01,0.03,0.05,0.02,0.02,0.02,0.02,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,floor_linoleum_on_concrete,"linoleum, asphalt, rubber, or cork tile on concrete",floor,carpet_floor_absorber,reflective,0.03,0.025,pyroom,linoleum_on_concrete,0.02,0.03,0.03,0.03,0.03,0.02,0.0,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,floor_marble_floor,marble floor,floor,hard_masonry_reflective,reflective,0.0167,0.02,pyroom,marble_floor,0.01,0.01,0.01,0.02,0.02,0.02,0.02,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,surface_hard_surface_avg,"walls, hard surfaces average (brick walls, plaster, hard floors, etc.)",floor,hard_masonry_reflective,reflective,0.0333,0.0467,pyroom,hard_surface,0.02,0.02,0.03,0.03,0.04,0.05,0.05,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,floor_stage_floor,"wood, stage floor, 2 layers, 27 mm over airspace",floor,wood_panel,reflective,0.06,0.06,pyroom,stage_floor,0.1,0.07,0.06,0.06,0.06,0.06,0.0,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,seating_benches_wooden_empty,"Benches, wooden, empty",floor,carpet_floor_absorber,reflective,0.08,0.08,acoustic_supplies,"Benches (wooden, empty)",0.1,0.09,0.08,0.08,0.08,0.08,0.0,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,wall_brick_natural,"Brick, natural",floor,carpet_floor_absorber,reflective,0.04,0.06,acoustic_supplies,Brick (natural),0.03,0.03,0.03,0.04,0.05,0.07,0.0,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,wall_brick_painted,"Brick, painted",floor,carpet_floor_absorber,reflective,0.02,0.025,acoustic_supplies,Brick (painted),0.01,0.01,0.02,0.02,0.02,0.03,0.0,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,wall_concrete_block_painted,"Concrete block, painted",floor,carpet_floor_absorber,reflective,0.0733,0.085,acoustic_supplies,Concrete block (painted),0.1,0.05,0.06,0.07,0.09,0.08,0.0,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,wall_concrete_poured_rough_unpainted,"Concrete, poured rough unpainted",floor,carpet_floor_absorber,reflective,0.06,0.09,acoustic_supplies,"Concrete (poured, rough, unpainted)",0.01,0.02,0.04,0.06,0.08,0.1,0.0,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,floor_concrete_sealed_or_painted,"Concrete, sealed or painted",floor,carpet_floor_absorber,reflective,0.02,0.02,acoustic_supplies,Concrete (sealed or painted),0.01,0.01,0.02,0.02,0.02,0.02,0.0,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,floor_concrete_unpainted_rough_finish,"Concrete, unpainted rough finish",floor,carpet_floor_absorber,reflective,0.06,0.09,acoustic_supplies,"Concrete (unpainted, rough finish)",0.01,0.02,0.04,0.06,0.08,0.1,0.0,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,floor_marble_or_glazed_tile,Marble or glazed tile,floor,carpet_floor_absorber,reflective,0.0133,0.02,acoustic_supplies,Marble or glazed tile,0.01,0.01,0.01,0.01,0.02,0.02,0.0,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,wall_plaster_gypsum_or_lime_on_masonry,"Plaster, gypsum or lime on masonry",floor,carpet_floor_absorber,reflective,0.03,0.045,acoustic_supplies,"Plaster (gypsum or lime, on masonry)",0.01,0.02,0.02,0.03,0.04,0.05,0.0,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,wall_plaster_gypsum_or_lime_on_wood_lath,"Plaster, gypsum or lime on wood lath",floor,carpet_floor_absorber,reflective,0.05,0.04,acoustic_supplies,"Plaster (gypsum or lime, on wood lath)",0.14,0.1,0.06,0.05,0.04,0.04,0.0,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,carpet_soft_10mm,10 mm soft carpet on concrete,floor,carpet_floor_absorber,semi_reflective,0.2467,0.32,pyroom,carpet_soft_10mm,0.09,0.08,0.21,0.26,0.27,0.37,0.0,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,carpet_rubber_5mm,5 mm rubber carpet on concrete,floor,carpet_floor_absorber,semi_reflective,0.1,0.1,pyroom,carpet_rubber_5mm,0.04,0.04,0.08,0.12,0.1,0.1,0.0,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,carpet_6mm_closed_cell_foam,6 mm pile carpet bonded to closed-cell foam underlay,floor,carpet_floor_absorber,semi_reflective,0.2967,0.4033,pyroom,carpet_6mm_closed_cell_foam,0.03,0.09,0.25,0.31,0.33,0.44,0.44,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,floor_felt_5mm,needle felt 5 mm stuck to concrete,floor,carpet_floor_absorber,semi_reflective,0.1667,0.3667,pyroom,felt_5mm,0.02,0.02,0.05,0.15,0.3,0.4,0.4,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,carpet_thin,"thin carpet, cemented to concrete",floor,carpet_floor_absorber,semi_reflective,0.21,0.375,pyroom,carpet_thin,0.02,0.04,0.08,0.2,0.35,0.4,0.0,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,floor_carpet,Carpet,floor,carpet_floor_absorber,semi_reflective,0.1533,0.35,acoustic_supplies,Carpet,0.01,0.02,0.06,0.15,0.25,0.45,0.0,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,wall_plywood_10_mm_airspace_light_bracing,"Plywood, 10 mm airspace light bracing",floor,carpet_floor_absorber,semi_reflective,0.12,0.105,acoustic_supplies,"Plywood (10 mm, airspace, light bracing)",0.28,0.22,0.17,0.09,0.1,0.11,0.0,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,wall_plywood_19_mm_airspace_light_bracing,"Plywood, 19 mm airspace light bracing",floor,carpet_floor_absorber,semi_reflective,0.1233,0.1,acoustic_supplies,"Plywood (19 mm, airspace, light bracing)",0.2,0.18,0.15,0.12,0.1,0.1,0.0,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,wall_plywood_5_mm_over_50_mm_airspace,"Plywood, 5 mm over 50 mm airspace",floor,carpet_floor_absorber,semi_reflective,0.1167,0.065,acoustic_supplies,Plywood (5 mm over 50 mm airspace),0.38,0.24,0.17,0.1,0.08,0.05,0.0,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,wall_plywood_5_mm_plus_25_mm_fiberglass_in_50_mm_airspace,"Plywood, 5 mm plus 25 mm fiberglass in 50 mm airspace",floor,carpet_floor_absorber,semi_reflective,0.1233,0.065,acoustic_supplies,Plywood (5 mm + 25 mm fiberglass in 50 mm airspace),0.42,0.36,0.19,0.1,0.08,0.05,0.0,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,wall_plywood_6_mm_airspace_light_bracing,"Plywood, 6 mm airspace light bracing",floor,carpet_floor_absorber,semi_reflective,0.1167,0.1,acoustic_supplies,"Plywood (6 mm, airspace, light bracing)",0.3,0.25,0.15,0.1,0.1,0.1,0.0,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,ss_carpet,carpet,floor,carpet_floor_absorber,semi_reflective,0.25,0.55,soundspaces,carpet,0.01,0.05,0.1,0.2,0.45,0.65,0.0,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,ss_default,default unknown material,floor,carpet_floor_absorber,semi_reflective,0.1,0.1,soundspaces,default,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,ss_foliage,foliage,floor,carpet_floor_absorber,semi_reflective,0.1833,0.29,soundspaces,foliage,0.03,0.06,0.11,0.17,0.27,0.31,0.0,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,ss_glass,glass,floor,carpet_floor_absorber,semi_reflective,0.1233,0.06,soundspaces,glass,0.35,0.25,0.18,0.12,0.07,0.05,0.0,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,carpet_6mm_open_cell_foam,6 mm pile carpet bonded to open-cell foam underlay,floor,carpet_floor_absorber,absorptive,0.48,0.7133,pyroom,carpet_6mm_open_cell_foam,0.03,0.09,0.2,0.54,0.7,0.72,0.72,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,carpet_tufted_9m,9 mm tufted pile carpet on felt underlay,floor,carpet_floor_absorber,absorptive,0.55,0.7833,pyroom,carpet_tufted_9m,0.08,0.08,0.3,0.6,0.75,0.8,0.8,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
carpet_rug_mat,floor,floor_cocos_fibre_roll_29mm,"cocos fibre roll felt, 29 mm thick (unstressed), reverse side clad with paper, 2.2 kg/m2, 2 Rayl",floor,carpet_floor_absorber,absorptive,0.3467,0.52,pyroom,cocos_fibre_roll_29mm,0.1,0.13,0.22,0.35,0.47,0.57,0.0,"Use thin carpet for semi_reflective/absorptive, padded/heavy carpet for highly_absorptive."
